0.000, 0.000
1.000, 0.000
2.000, 0.000
3.000, 0.000
4.000, 0.000
5.000, 0.000
6.000, 0.000
7.000, 0.000
8.000, 0.000
9.000, 0.000
10.000, 0.000
11.000, 0.000
12.000, 0.000
13.000, 0.000
14.000, 0.000
15.000, 0.000
16.000, 0.000
17.000, 0.000
18.000, 0.000
19.000, 0.000
20.000, 0.000
21.000, 0.000
22.000, 0.000
23.000, 0.000
24.000, 0.000
25.000, 0.000
26.000, 0.000
27.000, 0.000
28.000, 0.000
29.000, 0.000
30.000, 0.000
31.000, 0.000
32.000, 0.000
33.000, 0.000
34.000, 0.000
35.000, 0.000
36.000, 0.000
37.000, 0.000
38.000, 0.000
39.000, 0.000
40.000, 0.000
41.000, 0.000
42.000, 0.000
43.000, 0.000
44.000, 0.000
45.000, 0.000
46.000, 0.000
47.000, 0.000
48.000, 0.000
49.000, 0.000
50.000, 0.000
50.000, 1.000
50.000, 2.000
50.000, 3.000
50.000, 4.000
50.000, 5.000
50.000, 6.000
50.000, 7.000
50.000, 8.000
50.000, 9.000
50.000, 10.000
50.000, 11.000
50.000, 12.000
50.000, 13.000
50.000, 14.000
50.000, 15.000
50.000, 16.000
50.000, 17.000
50.000, 18.000
50.000, 19.000
50.000, 20.000
50.000, 21.000
50.000, 22.000
50.000, 23.000
50.000, 24.000
50.000, 25.000
50.000, 26.000
50.000, 27.000
50.000, 28.000
50.000, 29.000
50.000, 30.000
49.000, 30.000
48.000, 30.000
47.000, 30.000
46.000, 30.000
45.000, 30.000
44.000, 30.000
43.000, 30.000
42.000, 30.000
41.000, 30.000
40.000, 30.000
39.000, 30.000
38.000, 30.000
37.000, 30.000
36.000, 30.000
35.000, 30.000
34.000, 30.000
33.000, 30.000
32.000, 30.000
31.000, 30.000
30.000, 30.000
29.000, 30.000
28.000, 30.000
27.000, 30.000
26.000, 30.000
25.000, 30.000
24.000, 30.000
23.000, 30.000
22.000, 30.000
21.000, 30.000
20.000, 30.000
19.000, 30.000
18.000, 30.000
17.000, 30.000
16.000, 30.000
15.000, 30.000
14.000, 30.000
13.000, 30.000
12.000, 30.000
11.000, 30.000
10.000, 30.000
9.000, 30.000
8.000, 30.000
7.000, 30.000
6.000, 30.000
5.000, 30.000
4.000, 30.000
3.000, 30.000
2.000, 30.000
1.000, 30.000
0.000, 30.000
0.000, 29.000
0.000, 28.000
0.000, 27.000
0.000, 26.000
0.000, 25.000
0.000, 24.000
0.000, 23.000
0.000, 22.000
0.000, 21.000
0.000, 20.000
0.000, 19.000
0.000, 18.000
0.000, 17.000
0.000, 16.000
0.000, 15.000
0.000, 14.000
0.000, 13.000
0.000, 12.000
0.000, 11.000
0.000, 10.000
0.000, 9.000
0.000, 8.000
0.000, 7.000
0.000, 6.000
0.000, 5.000
0.000, 4.000
0.000, 3.000
0.000, 2.000
0.000, 1.000
